,rating,review,SentimantValue,predectedValue
445,2,“سيئ للغاية لا انصح به ابداً”. فقط المواقف مجانيه. الانتظار لتسجيل الدخول تقريبا ساعه الاربع و الموظفين غير ودودين والخدمة سيئة للغاية .. لم يعجبني فصل الكهرباء عن الغرفة قبل نص ساعه من وقت الخروج ولايوجد عندهم وقت اضافي للتسجيل الخروج للجينيس,0,0
446,2,“فندق جميل وممتاز وسأوصي به وسأزوره مره اخرى بإذن الله”. اعجبني سرعة تنفيذ الطلبات والكووول سنتر روووووعه والقهوه الموجوده في الاستقبال. اعجبني بصراحه استقبال المدير المناوب لي وابتسامته في وجهي رفع الله من شأنه وأصلح الله ما أعطاااه,1,1
447,4,“تجربة فاشلة جدا جدا”. لم يعجبني شيئ ابدا في الفندق و هو سيئ و لا يستحق السكن و قيمته غالية مقارنة بالخدمات. استقبال الفندق سيئ و غير متعاون والمواقف  توزيعها عشوائي و يقدم عليك في الموقف اذا كان هناك فيه ضيوف في قاعة الاجتماعات,0,0
448,2,“ندمت”. حامل الحقائب مصري من الصعيد اخلاق وموظف الكونسيرج سعودي اخلاق . عامل النظافة بالدور ?. يا اخوان نصيحه لا تروحون للفندق والله من الأستقبال فاشلين ولا يخدمونك بشي وبوفية الأ فطار الصباحي تعاملهم سيئ خاصه مدير المطعم ( مجدي) تهاوشت معه بسبب تعامله السيئ لدرجة كلمت الأ ستقبال قالو مالنا دخل ...!!؟و استدعيت الشرطة وبعدها يتعذرون ويقدمون الخدمات مظبوط من جد قهر اذا تدفع قيمه غاليه وما يخدمون الا بستدعاء الشرطة,0,0
449,2,“اسوء فندق سكنته وتجربه لن اكررها ابدن”. . الفندق غير نظيف ووصخ .. ريحة الشراشف وريحة الغرفه لا تطاق .. والتلفزيون خربان,0,0
450,1,“ولا اروع من دلك”. كل شى. كل شى جميل ومريح,1,1
451,5,مخيب للأمل. لاشئ وتوبه ماتنعاد. تأخير الدخول الى السابعه والنصف وعدم الاهتمام من موظفي الاستقبال والخدمة سيئة جداً اقسم بالله لو تطلب اي طلب مايلبونه ابداً تتصل عليهم مايردون او يتحججون بأي شي النت ضعيف جداً سخان الماء في الحمام لايعمل التلفزيون لايعمل هذا وانا اخذ جناح تنفيذي الفطور عادي جداً نجمه واحدة كثير عليه,0,0
452,2,“الخدمه فاشله وطاقم العمل فاشل وطاقم المطعم فاشل”. . الخدمه ,0,0
453,2,“لم اشعر بالراحه من جميع النواحي ازعاج”. سرعه في الاستقبال وتسليم الغرفة. ليس من خمس نجوم الاثاث قديم البوفيه مو قد المستوى رد الموظفين عند طلب خدمه ليس لائق بعده عن الحرم وإزعاج في الغرف المبلغ المدفوع اكبر من الخدمات المقدمة يعني السعر مبالغ فيه مقابل وضع الفندق المفروض يكون نجمتين,0,0
454,1,“زيادة الموظفين فى المناسبات مثل رمضان .”. الموقع . الاستقبال .. الخدمات . النظافة . المصاعد,1,1
455,5,"“الموقع عند ممر المشاة مباشرة”. قريب من ممر المشاة ومصلى النساء وهذا مريح لاسرتي. (التحقيق)  من موظف الاستقبال اذا كان صاحب الحجز يقرب لنا ام لا بقولة "" كيف اعرف انه Mansour ابنك ؟؟"" كان بامكانه ان يسأل بـ هل ؟ فقط من باب الذووق .",1,1
456,2,“خدمات  جدا سيئه”. . ساعتين حتى تم دخولنا الغرفه من وصولنا الفندق بعد المغرب الى بعد العشاء,0,0
457,2,“ممتاز للغاية من جميع النواحي”. كل شئ ممتاز فندق فخم ونظيف ومريح جدا. لا يوجد,1,1
458,2,“ممتاااااز”. كل شي شي جميل وقربه من الحرموأشكر الموظف بدر لحسن الاستقبال. ,1,1
459,4,“كانت رحلة سعيدة”. موظفين الاستقبالالموقعقربه من الحرم جداالمواقف. المطعمعدم وجود عوزال الصوت في الغرف,1,1
460,1,ممتاز. الموقع والبرودة والخدمة متتازة جدا. صغر مساحة الغرف والحماام والبانيو يحتاج الى تغيير او تلميع ونظافة,1,1
461,2,“فندق جيد”. حسن الإستقبال و الراحة و النظافة. لا شيء,1,1
462,4,“فندق مميز”. القرب من الحرم والاسواق والمواقف للسيارات وهي عدة ادوارمجانية. ,1,1
463,4,“افضل مكان اقمت به بالمدينة”. موقع الفندق قريب جدا من الحرم بمجرد سماعك للاذان يمكنك الوصول لمصلى الرجال ومصلى النساء قبل وقت اقامة الصلاة. السرير غير مريح والمخده وتاخر طلب تنظيف الغرفة والانتظار طويلا لوصول المصعد فقط,1,1
464,4,“ابو حسان”. القرب من الحرم النظافة رائعة. الكهرباء تم فصله لمدة 44دقيقة لفحص المصاعدمصعدين فقط للنزلاء,1,1
465,2,جيد جداً. القرب من الحرم ونظافة المكان وحسن معاملة موظفي الاستقبال. ,1,1
466,4,“كانت اقامة ممتازة جدا”. الاستقبال الرائع من طاولة الاستقبال كفاية ابتسامتهم للنزيل نظافة الفندق بصفة عامة موقف السيارة القرب من المسجد النبوي الشكر للجميع انصح بالسكن في هذا الفندق. لا شئ,1,1
467,5,“طاقم العمل سيء جدا”. موقع الفندق ممتاز لوجوده في المنطقة المركزية بجوار الحرم. طاقم الفندق غير متعاون نهائيا حيث انهم بعد ان حصلوا على المال لم يقدموا اي خدمة تطلب منهم بالاضافة لازعاج موظفين الفندق للنزيل حيث انهم ورغم تواجد النزلاء في غرفهم يطرقون الباب بغرض ان هنالك صيانة لجهاز التكيف (وكانت هذه الصيانة عبارة عن مشاهدة الثيرموستات الخاص للمكيف فقط) وبالرغم من اخبار الاستقبال بالخروج متاخر استمر اتصالهم وازعاجهم على الغرفة كما ان خدمة الغرفة ليس لديهم وقت محدد كجميع الفنداق وهو الفترة الصباحية بل انهم يطرقون الباب في اي وقت ليل نهار بحجة التنظيف.كما ان الغرف ليس فيها اي نوع من النظافة حيث ان التنظيف يكون للاغراض الظاهرة فقط وباقي الغرفة مليء بالاتربة كما أن دورة المياه غير نظيفة ابدا ولا يوجد بها أي نوع من العناية.,0,0
468,4,“لقد استمتعت بكل دقيقة اقمتها في الفندق وبجوار مسجد  وقبر رسول الله صلى الله عليه وسلم”. تعامل العاملين في الفندق رائع. لا شيئ,1,1
469,2,"رائع. الموقع قريب من المسجد النبوي جهة باب النساء ، نظافة الفندق ، البوفيه متنوع و طيب ، تعامل موظف الاستقبال رائع ، مصاعد الفندق كثيرة. لا يوجد تميز  لمن يحجز غرفة تنفيذية أو غرفة قياسية سوى انك تدفع مبلغ اضافي على لاشيء اللهم الا بالمقهى المفتوح الموجود في ذات الدور",1,1
470,5,ممتاز. . الغرفة منخفضة النظافة عند تسجيل الدخول,1,1
471,2,“السعر لايناسب مع الخدمه”. الموقع. الخدمه والنظافه سيئه,0,0
472,2,جيد. قريب جدا من الحرم التعامل الجيد من قبل الموظفينالغرف واسعه وخدماتها ممتازة. يجب تشغيل مصاعد النزلاء مع الخدمات لتعمل لنفس الطوابق في اوقات الزحمة,1,1
473,2,جيد. نظافه المكان. خدمات الإستقبال,1,1
474,2,"“التخبط مع في خدمة رديئة”. التكييف. سوء تخطيط وتنظيم موقف السيارات ، الانترنت سيئ جدا ، نظافة الغرف معدومة ، دولاب الملابس غير صالح للاستخدام ،",0,0
475,2,“مجرد اسم لخمسة نجوم دون رقابة”. قربه من المسجد فقط. لايوجد مواقف سيارات وتعامل سئ من قبل موظفي الاستقبال وسؤ نظافة وبطء في المصاعد وزحمة على البوفيه وشبابيك صغيرة غير مطلة,0,0
476,5,"“لن احجز فيه مرة اخرى”. موقعه في المنطقة المركزية لكن ليس مطلاً بالطبع.النوم مريح.نظافة الغرفة.عامل اسمه شومان طيب وخلوق.. عدم توفر موقف سيارة وانا استأجرت غرفتين. واضطريت اوقف في مواقف الحرم بعد ماخذت قسيمتين وقوف امام الفندق.المصاعد غير عملية، تقوم بالوقوف في كل دور وبسببها ضاعت علي صلوات.الواي فاي لم يعمل ابداً ولا حتى الانترنت عن طريق الجوال.",0,0
477,4,“تقييم فندق العقيق اراك”. موقع الفندق نظافه الفندق نظافه الغرف. عدم توفر مواقف سيارات ويوجد مواقف شاغره كثير,1,1
478,1,استثنائي. صحن الفاكهة و الضيافة. الواي فاي غير عملي و بطيئ,1,1
479,4,“الفندق ممتاز”. القرب من المسجد النبويخدمات الغرف ممتازة. ازدحام المصاعدلايوجد مقهى في اللوبي,1,1
480,2,“مموقع ممتاز بعض الغرف فسيحة والبعض ضيقة نوعا ما الاستقبال جيد والمطعم جيد واسعارها مرتفعة”. كثرة المصاعد ووجود مواقف للسيارات وجبة الافطار ممتازة طاقم استقبال متعاون ومؤدب الضيافة. نظافة الغرف عدم وجود قنوات اجنبية باستثناء القناة التركية ارتفاع اسعار الوجبات بالمطعم لايوجد خط هاتف خارجي الانارة خافته نوعا ما عدم وجود الجرائد للغرف,1,1
481,2,جيد. الفندق بشكل عام جيد من حيث النظافة والموقع وخدمات المواقف وصالات الإفطار والاهتمام بالنظافة. تسرب مياه في دورة المياه وضعف الاستجابة لصيانته المشكلة منع الفندق من جلب النزيل المأكولات والمشروبات من خارج الفندق الى داخل الغرف,1,1
482,2,“فندق جديد ونظيف”. الموقع النظافة مواقف مجانية بوفيه الافطار كثرة المصاعد. ,1,1
483,5,ممتاز. قربه من الحرم وفعاليات العيد لنزلاء الفندق جدا رائعه. بطئ تلبية طلبات الصيانه,1,1
484,2,“الفندق مالا فندق جيد”. قربه من المسجد النبوي. ارتفاع السعر نوعا ما,1,1
485,1,“روحانية”. الموقع قريب جداً من الحرمالسعر مناسب جداً وجود مواقف كافية للسيارات. الانترنت غير مجاني?? ريال لليوم,1,1
486,4,ممتاز. . رائحة التدخين تدخل مع التكييف بعض الاحيان,1,1
487,5,جيد. . الاستقبال لديكم زحمه بسبب عدم وجود طاقم أكثر,1,1
488,5,استثنائي. قريب للغاية من الحرم ... مستوى الفندق مقارنة بالسعر اكتر من رائع ... انصح بهذا الفندق للجميع. ,1,1
489,5,رائع. النظافة والموقع والمواقف والمطعم. شبكة الواي فاي ضعيفة وتفصل,1,1
490,5,استثنائي. وجبة الإفطار متنوعه وممتازه . قرب الفندق من الحرم . الخدمات متنوعه .. عدم تواجد قنوات نقل مباراة كأس العالم .لايوجد ميكرويف لتسخين بعض الأكل الخفيف .,1,1
491,2,“سامحكم الله”. فقط الموقع. السلام عليكم كلي اسف وانا اكتب هذه الملاحظات حيث تفاجئت انا واصدقائي من سوء اداره هذا الفندق هذه هي الملاحظات : اولاً مستوى النظافه رديء جدا وماكينة الاسبريسو لايوجد بها خرطوشات وهل يعقل عامل النظافه يأتي لترتيب الغرفه ولا ياخذ المناشف المستعمله معه ولايوجد فاين بالغرفه وخدمة الغرف تعيسه جداً وريموت التلفزيون سيء جداً ولايقومون بتغيير مراتب الاسره والوانه الداخليه كئيبه الثلاجه بالغرفه فارغه خزانه الملابس مخلوعه الضوء فوق ماكينة الاسبريسو مخلوع من مكانه وفرشة السرير الله المستعان ليس لها علاقه بالراحه واتمنى ان تتحسن اداره هذا الفندق,0,0
492,4,جيد. الموقعالقيمه مقابل حجم الجناح. المصاعد بطيئه وقليله نظافة الغرف لاتوحي ابدا ان الفندق 5 نجوم,1,1
493,1,"مخيب للأمل. أعجبني السعر مقابل الخدمةالفطور جيدالمواقف متوفرةقربه من الحرم. تعامل الاستقبال السيء و عدم الالتزام بالملاحظات المدونة اثناء الحجزعدم وجود العزل الصوتي بين الغرف فالليلة الأولى لم نستطع النوم بسبب من بجوارنا ، فطلبنا تغيير الغرفة .",0,0
494,5,“من أسوأ الفنادق ولا يستحق نجمتين”. لا شيء. الفندق سيء للغاية يجب دفع كل المبلغ مقدما لمده اربع ساعات لم يرد علينا احد من خدمه الغرف الاستقبال سيء الفطور غير جيد اطلاقا طلبت خروج متأخر ودفعت مبلغ نصف يوم للساعه السابعه مساء وعند الساعه السادسه طفوا الكهرباء والتكييف بحجه ان الخروج هو الساعه السادسه والموظف أخطأ تقدمت بشكوى لموظف الاستقبال وقال لي اذا منت راضي انت حر في رأيك بكل وقاحه الفندق لا يرتقي لكونه فندق ذو نجمتين الحمامات سيئه وضيقه جدا لا انصح به اطلاقا فيوجد خيارات حول الحرم افضل منه بكثير ادارة الفندق من أسوأ ما يمكن قدموا لي طاولة مكوى مكسوره فطرنا لمده يومين ولم يسألنا احد بالمطعم عن رقم الغرفه من سوء الاداره عمال النظافه سألوني ثلاث مرات متى تغادر وآخرهم قال لي عندك خروج اليوم لا اعلم كيف يعلم ذلك قد تجد شقق مفروشه افضل من خدمتهم وللعلم غرف النوم غير مطابقه للصور ابدا,0,0
495,5,“موقع قريب ومناسب للافراد والعوائل”. تقريبا كل شيئ. الحمامات صغيرة جدا بشكل غير مناسب,1,1
496,5,“3”. قربه للحرم من جهة النساء. اغرب فندق يوجد به اربع مصاعد ومحجوز 2 للخدمات كما يدعون والخدمات ازعجونا على المصاعدين المتبقيان .فندق 14 دور ومصعدين لنز? .,0,0
497,2,استثنائي. قريب جدا من المسجد النبويسعره كان مناسب اللليلة في العشرة الاواخر ب??? ريال فقط نظيف وجديد. لايوجد,1,1
498,4,مخيب للأمل. . خدمة تنظيف الغرف خدمة سيئة جدا ولم ينظفو الغرفة إلا بعد النزول لمشرف الفترة والتفاهم معه,0,0
499,2,“مش حالك ??”. لا شيء. ?- مررت بالاستقبال قالي ما فيه شاغر وطلعت وحجزت من البوكنق ورجعت له ( عجبي ) ..?- سعر وجبة الافطار برمضان مبالغ فيها,0,0
500,4,جيد. . أصوات قاعات الافراح كانت مزعجه,1,1
501,2,“جيدة لولا ازعاج صالة الافراح بالدور التاسع”. الموقع قريب من البلد والاسواق. وجود صالة زواج بالدور التاسع وبالتالي تتسبب في ازعاج النائمين وعدم راحتهم,0,0
502,4,“فندق جميل”. اعجبني النظافه والهدؤ متوفر فيه كل سبل الراحه. لا شي سوا الافطار كان اقل من العادي ارجو الاهتمام اكثر,1,1
503,5,ضعيف. . الفرش قديم جدا ودورة المياه سيئة جدا,0,0
504,2,“انصح به للعائلات”. بالنسبه لتعليقات الاخوه ياريت يكون عندكم امانه وذمه قبل التعليق حجزت ولقيت عكس الكلام المكتوب الفندق جميل والغرف رائعه والاثاث جديد والمبنى جميل عجبني المسبج والجلسات والملعب يصلح للعائلات. الخدمات : السوبرماركت والصراف بعيد,1,1
505,5,“الوقت الذي مكثته في هذا المكان خسارة وقت بكل المقاييس”. لاشيئ. عدم مصداقية في التعامل رائحة كريهة واقرب ماله مقهى للشيش والأثاث سيئ والسرر بعضها حديد من العهد الفرعوني والكراسي تتأرجح وخدمة النت سيئة للغاية وبشكل عام لايستحق المبلغ الذي تم دفعه وبإذن الله لن أعود إليه ثانيةً .,0,0
506,2,“سئ جداً جداً جداً”. لاشي. دورات المياة سيئةالنادي الصحي لا يعمل مهجورالقنوات محدده جداً طلبت mbc pro  الساعة ? المساء ارسل العامل لي الساعة ? لتشغيل القناة ولم يستطيع البعوض (( النامس )) ببهو الفندق بحكم قربه من البحيره,0,0
507,2,“الموقع ممتاز”. الموقع - النظافة. ,1,1
508,2,ضعيف. . لم يتم تاكيد الحجز عن طريقكم انا اخذت غرفة ??? ريال ازعاج اعمال صيانة في الدور السادسازعاج صالة افراح اسفلازعاج موظفين الاستقبال من الساعة ?? يستفسرون متى الخروج,0,0
509,4,ضعيف جداً. سي كدا لاانصح بااستخدامه وسعره مبالغ فيه. ,0,0
510,2,“يامن شراله مت حلاله عله”. . سوء النظافه - ضعف النت- عدم توفر منيو داخل الغرفة - الاستقبال عند المغادرة سيئ جداً,0,0
511,2,“ابتعد لا تخسر فلوسك”. لم يعجبني شي. موكيت وصخ ويترك اثر وصاخه بالقدماثاث قديم سرير ضيق رائحه كريهه وخصوصا بالسريرلا انصح بالاستأجار فيه,0,0
512,2,ممتاز النظافة والطاقم متعاون ,1,1
513,4,جيد المكان جميل وهاديء كل شي جيد ونظيف بس كان حوض السباحه لايعمل في هذي الفتره حسب كلامهم يقولوا فيه صيانه والله اعلم,1,1
514,5,جيدجداً الافطار جيد والسرير ممتاز ومريح واطلالة الغرفة رائعه فرش ارضية الغرفه,1,1
515,5,"فندق ممتاز الاثاث، النظافه ",1,1
516,5,الراحة و الهدوء مكان مناسب ومريح  انصح به خاصة لموقعه على الكورنيش وخدماته الممتازة لا شيء,1,1
517,5,إقامتي في فندق 72 الشارقة موقع الفندق ممتاز السعر مقابل الخدمات ممتاز ,1,1
518,1,"أسرة اماراتية فندق مبنى على الطراز الحديث، وكل الديكورات والاثاث مميز وراقي لا شئ",1,1
519,4,مريح الهدوء -,1,1
520,4,جيد كل شي جميل حجم الغرفة و,1,1
521,5,استثنائي فخم جدا و نظيف لا شي,1,1
522,5,متعه وفخامه فندق نظيف ومريح وموقعه مميز لاشيء,1,1
523,4,هادئ جدا نظيف  الموقع ممتاز أنصح بالسكن فيه لكن لا يرقى إلى مستوى خمس نجوم الموقع ممتاز جدا و النظافه ممتازة تنظيم الغرفه وكذلك أرضية الغرف كأنها بلاستيك والفندق لا يستحق خمس نجومطاقم الفندق جدا رائع ومتعاون,1,1
524,4,جيد جداً غرفه النوم والنظافة بشكل عام وتصميم جميل مبلغ التأمين 1000  درهم وكذلك النت سئ وتم احتساب مبالغ اضافيه غير موضحه بالحجز ,1,1
525,5,ممتاز جميل انصح فيه بقوة لايوجد,1,1
526,4,مكان رائع في الشارقة الموقع والنظافة اضاءة الغرفة والتحكم في البرودة,1,1
527,4,رائع أعجبتني الإطلالة على البحيرة و حديقة الفراشات رائع الموقع كل شي قريب منك إذا ماكانت بطاقة الهوية لزوجتك معاك ما بيدخلونك,1,1
528,5,جميل ومميز فندق جميل ورائع وغاية في النظافة ويستحق بحق الخمس نجومومريح نفسيا ومحترمويتميز بإطلالة ممتعة وجميلة للغايةوموقعه كذلك مميز وقريب من كل شيء وأمام الشاطئ بإختصار ممتاز لاشيء,1,1
529,5,استثنائي الفندق رائع وموقعه جميل قريب كل الاسواق ويطلع على البحر لا شي كل شي ممتاز,1,1
530,5,استثنائي النظافةوهدوء المكان أسلوب تعامل الموظفين كان طيب ?-الواي فاي لا يعمل بشكل معقول مع الأيفون ?دفع مبلغ التأمين,1,1
531,5,Superb الغرف وااااااسعهالموقع ممتاز مطل على بحيرة المجازقريب من الخدماتالفندق نظييييف و عصريشكر خاص للموظف سهيل على تعاونه رائحه كريه تخرج من دورة المياه في غرفة ???,1,1
532,5,استثنائي النظافه وتعامل الطاقم العمل بصراحه الفندق رووووعه مساحة الغرف ممتازه كل شي فيه اعجبني واتمنا يكون علي هذا المستوي الي الافضل لا يوجد,1,1
533,4,جيد الفندق بشكل عام جميل اضاءة الغرفه خافته حجزت سرير مزدوج واعطوني سريرين مفرد ولصقوهن جنب بعض والوضع كان سيء جدا,1,1
534,4,النظافة اهم شي في الاقامه فندق نظيف ,1,1
535,5,فندق من الاخر  ممتاز ,1,1
536,4,جيد درجة نظافة المكان اسلوب بعض العاملين غير مقبول,1,1
537,5,روعة الفندق جميل وامام البحيرة الفندق غايه في الجمال والنظافة كل شئ روعة الانترنت ظعيفوالمطعم لايليق بل فندق,1,1
538,4,جميل الموقع الانترنت لابد من تبديله كل يومالفندق لا يستاهل ? نجوم موظفة الاستقبال تعاملها فظ اثناء خروجنا من الفندق,1,1
539,4,فندق ممتاز بالذات في غير المواسم الموقع طاقم الخدمه و الاستقبال والنظافه يوجد مواقف لكن ليست كافيه في بعض الاحيان,1,1
540,5,فندق جميل ويستاهل شكراً باي هيوز على ترقية حجزي الى جناح بدون اضافة اي رسومشكراً لحسن الضيافه لا شيء,1,1
541,4,رائع الفندق نظيف جدا والتعامل راقيخدمة الغرف ممتازة وطريقة تقديم الاكل جيدة جدا لا يوجد,1,1
542,5,ممتاز النظافة وخدمة ركن السيارات صوت الموسيقى في اللفت خلال فترة دينية,1,1
543,4,رائع مميز جدا وانصح بهنظافه وخدمه يصلح للعوائليستحق الرجوع له للاسف كسرت قطعه بلاستيكيه داخل الثلاجه اخذوا عليها 50 درهم وهي اقل من ذلك,1,1
544,5,مريح و نظيف فندق نظيف و مريح و طاقم الفندق محترمالمواقف و اطلالته على البحيرة و قربةمن مسجد النور الزحمة امام الفندق بعض الاحيان في الويك اند,1,1
545,5,استثنائي الفندق جميل جدا وقمه في النظافه والاستقبال كذلك لكن في ملاحظه مهمه يرجى استبدال الاضاءة لانه الاضاءة ضعيف في الغرفه الاضاءة تعبانه ووالنور خفيف يرجى استبدابه لكسب الزوار والمقيمين فيه نتمنى منكم اخوك محمد الزعابي,1,1
546,4,جيد الفندق فخم ونظيف واطلالته جميله وكل شي كان ممتاز وجميل اول ماوصلنا طلبنا منهم ياخذون البار كله ولماجينا نسوي تشيك اوت قالوا انتم اكلتوا كل اللي بالثلاجه احنا مااخذنا شي وانكروا,1,1
547,5,ممتاز اعجبني الاستقبال كان بكوب عصير منعش خاصة جاءت في الوقت المناسب اعجبتني الموظفه عطا احسن توديعنا واعجبني الفلبيني علي حسن استقباله لنا المواقف لايوجد بها مظلات,1,1
548,5,استمتعت باقامتي بالفندق  المخدات غير مريحه بالنوم  ومتعبة ومن الضروري وجود مخدات افضل من المخدات الموجوده حالياً بالفندق ولقد طلبت مخدات اكثر صلابه من الفندق وتم توفير مخدات بديلة ولكن المخدات البديله أيضاًغير مريحة بالنوم,1,1
549,5,تميز الفطور الغرفه حوض السباحة مناسب للأطفال فقط,1,1
550,4,اقامة ممتعة تعامل الموظفين الموقعتصميم وديكور الفندق المخدات غير مريحة نهائياً  (مشكلة أغلب الفنادق ),1,1
551,4,رائع الفندق مريح جدا وجميل عاملة الاستقبال الفلبنية ليست جيده,1,1
552,5,استثنائي الفندق رااااائع وسأكرر الزياره باذن الله لم تعجبني وسائد النوم,1,1
553,4,جيد نظافة الفندق وتصميمه العصري الحديث وتوفر المواقف للسيارات كان تعامل الطاقم جيدا موظفة الأستقبال السورية تنقصها الابتسامه وحسن التعامل مع الزبائن ازعاج من خارج الفندق باعمال أنشائيه بجانب الفندق ,1,1
554,4,جيد جداً موقع الفندق مكامن على بحيرة خالد كل شئ جيد ,1,1
555,5,اقامة رائعه كل ما في الفندق رائع لا شئ,1,1
556,5,استثنائي المكان جميل ممتاز عدم وجود حاجز للاصوات اتمنى وجود الحل عاجلا واتمنى وضع اسعار خاصه لنزلاء الفندق الذين قامو بالزياره سابقا ,1,1
557,1,ضعيف لا شيا سياء من حيث الغرف والمواقف والاستقبال السرير اسؤ سرير في حياتي الفطور بارد النظافه ردييييء,0,0
558,5,فندق ممتاز النظافة وأسعار الفطور كانت مناسبةواي فأي سريعمنظر جميل من الغرفةقريب من مسجد النور يوجد موظفة واحدة فقط فى الاستقباليوجد تصليحات مقابل الفندق,1,1
559,5,ممتاز الفندق من حيث النظافة فو ممتاز الغرف واسعة و منسقة و نظيفة جدا الطاقم متعاون جدا و التنظيف مستمر يتوفر المواقف جنب الفندق بالإضافة إلى توفر خدمة صف السيارات ,1,1
560,4,"فندق جميل وبإذن الله سوف أعودإليكم الموقع جميل أمام الكورنيش ، وإطلالة ساحرة ، ونظافة وفخامة الفندق مودرن ،وهدوء المكان ، وسعة الغرفة ، وطاقم الفندق جداً ممتاز الإفطار لم يكن بالشكل المطلوب عادي جداً ",1,1
561,5,جميل  ورائع كل شئ جميل الكهرباء اطفئت لمدة نصف ساعة وهذا اول مرة يحصل خلال سفراتي,1,1
562,4,"رائع التجاوب السريع والهدؤ والديكور الرائع ونضافه وتصميم الحمام ، موقعه قريب من الخدمات مثل المطاعم والسوبر ماركت المواقف غير مضلله ، المخدة لم تعجب واحد منا اما الاخر اعجبته وبقوة والثالث يقول عاديه ",1,1
563,4,رائع طاقم العمل لبق التعامل  حجم المسبح صغير ,1,1
564,5,اكثر من رائع كل شي لا شي,1,1
565,5,فندق ممتاز كل شي اعجبني وانصح الجميع بالاقامة بهذا الفندق الرائع لا شي,1,1
566,5,استثنائي النظافة الموقع الرائع تعاون طاقم العمل سعر مقبول مواقف جيدة أنصح به الطعام لم يكن بالدرجة المطلوبة والقهوة غير لذيذة,1,1
567,5,طاقم عمل رائع حسن التعامل من قبل جميع العاملين لاشئ,1,1
568,4,رائع ديكور الفندق ونظافته ولا شي,1,1
569,5,"ممتاز كل شي في الفندق أعجبنيالديكور الانارة، الواي فاي، المواقف الخاصة بالفندق، الراحة، وووووو  ،وفي شي أعجبني وهو اللمصعد كل ما اضغط على الزر ألقاه جاهز مايتأخر (^__^) لا يوجد شي",1,1
570,5,فندق ممتاز جدا فندق ممتاز من جميع النواحي  وانصح به كل زوار الشارقة ,1,1
571,5,فندق متميز ومن الطراز الأول أفضل خيار للسكن في الشارقة ودبي وماجاورها ,1,1
572,5,فندق جميل للعائلة المحافظة كل شيء جميل وتعاون الطاقم ممتاز وحتى تم ترقية حجزي من غرفة إلى جناح تنفيذي مجاناً والاثاث جديد والغرفة كانت فخمه والاضاءة كانت روعه ,1,1
573,5,السعوديه القصيم النظافه  الهدوء و ارتفاع سعر الخدمات و ضعف الواي فاي,1,1
574,4,"ماجد المزروعي الموقع ممتاز ، هدوء ، النظافه ممتازه ، الخدمه عاليه الجوده ، الاستقبال رائع ، الفندق حديث وأنيق غالي نوعاً ما",1,1
575,5,ممتاز ممتاز لايوجد,1,1
576,5,استثنائي كل الامور ممتازة لاسيما الطعام وخدمة الغرف السريعة والهدوء سكنا خمسة ايام ولم نستفد من خدمة المسبح لطول مدة الصيانة,1,1
577,2,ازعاج  ازعاج عشان الجيك أوت الساعه 11 الصبح,0,0
578,5,"الأصالة و الإبداع تصميم الفندق رائع ، إدارة ممتازة ، طاقم العمل ممتاز  ",1,1
579,5,فندق ممتاز قربه من المسجدوتعاون الموظفينعدم وجود الكحولياتالمسبح مكيف داخل المبنى صغر الموقف أمام البوابة,1,1
580,5,السعر مرتفع الخدمات و الموقع و طاقم العمل ممتاز السعر مرتفع,1,1
581,5,روووووعة جدا اكثر من الرائع وتصميم الديكور عجيب افضل من الصور المعروضة وكل الخدمات ممتازة !! ,1,1
582,4,جيد جدا وانصح الجميع بتجربة هذا الفندق النظافة الموقع الهدوء وجود عطل في مغسلة الحمام,1,1
583,5,ممتاز سلاسة وبساطة الفندقمع قمة الخدمات ونظافتهاخدمة السيارة رائعة ومريحةكذلك حمام السباحة رغم صغرهسرعة استجابة الطاقم وأرجو أن يكون ذلك دائما لا شيء إلى الآن,1,1
584,4,جيد جداً كل شي حلو في فندق موقع وهدء تام  انصح فيه صار موقف بصراحه تضايقة منه انا كنت حاجز مع فطور وقالوا لي الفطور يعني سحور وقلت مب مشكلة و فطرنا ع حسابنا وقت السحور يكون مجانا وطلبنا اكل وقت الخروج كانوا يبون يدفعوني مبلغ السحور طبعا رفضت ادفع ولف و دوران في نهايه دفعت لهم وفيك راسي لاني كنت مستعجل ع الطلعه,1,1
585,5,استثنائي الفندق رائع جدا ونظيف جدا جدا اتمنى ان يستمر الوضع هكذا دائما بالذات مستوى النظافه عالي جدا لاشي,1,1
586,4,جيد موقع الفندق قريب من الأسواق و البحيرة ومسجد النور الاكل في الغرفة العشاء و الفطور كان لذيذ أعجبني طريقد استخدام الإضاءه لم تعجبني الارضيه هي من مادة بلاستيكية لم يوفرو لي سرير لطفل رضيع بحجة نفاذ الاسره,1,1
587,5,ممتاز نعم ,1,1
588,5,"فندق متميز بالفعل النظافة ، سرعة الخدمات ، مساحة الغرفة ، بصراحة كل ماب متميز لم اجد مالا يعجبني ، على العكس",1,1
589,5,ممتاز الفندق نظيف وديكوره عصري ويوجد كرسي يتحول لسرير للاطفال الاضاءه جدا خافته  ,1,1
590,4,رائع نظافة الفندق وكونه جديد وتعامل الطاقم ممتاز مواقف السيارات ترابية وغير مضلله مساحة الغرفه نوعا ما,1,1
