,rating,review,SentimantValue,predectedValue
447,4,“Êָֹּׁ Ýַװבֹ ַּֿ ַּֿ”. בד םÚָּהם װםֶ ַַָֿ Ýם ַבÝהֿÞ ז וז ׃םֶ ז בַ ם׃ÊֽÞ ַב׃ßה ז ÞםדÊו Ûַבםֹ דÞַׁהֹ ַָב־ֿדַÊ. ַ׃ÊÞַָב ַבÝהֿÞ ׃םֶ ז Ûםׁ דÊÚַזה זַבדזַÞÝ  ÊזׂםÚוַ Úװזֶַם ז םÞֿד Úבםß Ýם ַבדזÞÝ ַ׀ַ ßַה והַß Ýםו ײםזÝ Ýם ÞַÚֹ ַבַּÊדַÚַÊ,0,0
448,2,“הֿדÊ”. ַֽדב ַבֽÞֶַָ דױׁם דה ַבױÚםֿ ַ־בַÞ זדזÙÝ ַבßזה׃םּׁ ׃Úזֿם ַ־בַÞ . Úַדב ַבהÙַÝֹ ַָבֿזׁ ?. םַ ַ־זַה הױםֽו בַ Êׁזֽזה בבÝהֿÞ זַבבו דה ַבֳ׃ÊÞַָב Ýַװבםה זבַ ם־ֿדזהß ָװם זָזÝםֹ ַבֳ Ý״ַׁ ַבױַָֽם ÊÚַדבוד ׃םֶ ־ַױו דֿםׁ ַבד״Úד ( דּֿם) ÊוַזװÊ דÚו ָ׃ָָ ÊÚַדבו ַב׃םֶ בֹּֿׁ ßבדÊ ַבֳ ׃ÊÞַָב Þַבז דַבהַ ֿ־ב ...!!¿ז ַ׃ÊֿÚםÊ ַבװׁ״ֹ זָÚֿוַ םÊÚ׀ׁזה זםÞֿדזה ַב־ֿדַÊ דÙָז״ דה ּֿ Þוׁ ַ׀ַ ÊֿÝÚ Þםדו Ûַבםו זדַ ם־ֿדזה ַבַ ָ׃ÊֿÚֱַ ַבװׁ״ֹ,0,0
449,2,“ַ׃זֱ ÝהֿÞ ׃ßהÊו זÊָּׁו בה ַßׁׁוַ ַָֿה”. . ַבÝהֿÞ Ûםׁ הÙםÝ זזױ־ .. ׁםֹֽ ַבװַׁװÝ זׁםֹֽ ַבÛׁÝו בַ Ê״ַÞ .. זַבÊבÝׂםזה ־ַָׁה,0,0
450,1,“זבַ ַׁזÚ דה ֿבß”. ßב װל. ßב װל ּדםב זדׁםֽ,1,1
451,5,ד־םָ בבֳדב. בַװֶ זÊזָו דַÊהÚַֿ. Êֳ־םׁ ַבֿ־זב ַבל ַב׃ַָÚו זַבהױÝ זÚֿד ַבַוÊדַד דה דזÙÝם ַבַ׃ÊÞַָב זַב־ֿדֹ ׃םֶֹ ַּֿנ ַÞ׃ד ַָבבו בז Ê״בָ ַם ״בָ דַםבָזהו ַַָֿנ ÊÊױב Úבםוד דַםֿׁזה ַז םÊּּֽזה ֳָם װם ַבהÊ ײÚםÝ ַּֿנ ׃־ַה ַבדֱַ Ýם ַבֽדַד בַםÚדב ַבÊבÝׂםזה בַםÚדב ו׀ַ זַהַ ַ־׀ ּהַֽ ÊהÝם׀ם ַבÝ״זׁ Úַֿם ַּֿנ הּדו זַֹֽֿ ßֻםׁ Úבםו,0,0
452,2,“ַב־ֿדו Ýַװבו ז״ַÞד ַבÚדב Ýַװב ז״ַÞד ַבד״Úד Ýַװב”. . ַב־ֿדו ,0,0
453,2,“בד ַװÚׁ ַָבַֽׁו דה ּדםÚ ַבהזַֽם ַׂÚַּ”. ׃ׁÚו Ýם ַבַ׃ÊÞַָב זÊ׃בםד ַבÛׁÝֹ. בם׃ דה ־ד׃ הּזד ַבַַֻֻ Þֿםד ַבָזÝםו דז Þֿ ַבד׃Êזל ֿׁ ַבדזÙÝםה Úהֿ ״בָ ־ֿדו בם׃ בֶַÞ ָÚֿו Úה ַבֽׁד זֵׂÚַּ Ýם ַבÛׁÝ ַבדָבÛ ַבדֿÝזÚ ַßָׁ דה ַב־ֿדַÊ ַבדÞֿדֹ םÚהם ַב׃Úׁ דַָבÛ Ýםו דÞַָב זײÚ ַבÝהֿÞ ַבדÝׁזײ םßזה הּדÊםה,0,0
454,1,“ׂםַֹֿ ַבדזÙÝםה Ýל ַבדהַ׃ַָÊ דֻב ׁדײַה .”. ַבדזÞÚ . ַבַ׃ÊÞַָב .. ַב־ֿדַÊ . ַבהÙַÝֹ . ַבדױַÚֿ,1,1
455,5,"“ַבדזÞÚ Úהֿ דדׁ ַבדװַֹ דַָװֹׁ”. Þׁםָ דה דדׁ ַבדװַֹ זדױבל ַבה׃ֱַ זו׀ַ דׁםֽ בַ׃ׁÊם. (ַבÊֽÞםÞ)  דה דזÙÝ ַבַ׃ÊÞַָב ַ׀ַ ßַה ױַָֽ ַבּֽׂ םÞָׁ בהַ ַד בַ ָÞזבֹ "" ßםÝ ַÚׁÝ ַהו Mansour ַָהß ¿¿"" ßַה ַָדßַהו ַה ם׃ֳב ָÜ וב ¿ ÝÞ״ דה ַָָ ַב׀זזÞ .",1,1
456,2,“־ֿדַÊ  ַּֿ ׃םֶו”. . ׃ַÚÊםה ֽÊל Êד ֿ־זבהַ ַבÛׁÝו דה זױזבהַ ַבÝהֿÞ ָÚֿ ַבדÛָׁ ַבל ָÚֿ ַבÚװֱַ,0,0
457,2,“דדÊַׂ בבÛַםֹ דה ּדםÚ ַבהזַֽם”. ßב װֶ דדÊַׂ ÝהֿÞ Ý־ד זהÙםÝ זדׁםֽ ַּֿ. בַ םזּֿ,1,1
458,2,“דדÊַַַַַׂ”. ßב װם װם ּדםב זÞָׁו דה ַבֽׁדזֳװßׁ ַבדזÙÝ ָֿׁ בֽ׃ה ַבַ׃ÊÞַָב. ,1,1
459,4,“ßַהÊ ֽׁבֹ ׃Úםֹֿ”. דזÙÝםה ַבַ׃ÊÞַָבַבדזÞÚÞָׁו דה ַבֽׁד ַַּֿבדזַÞÝ. ַבד״ÚדÚֿד זּזֿ Úזַׂב ַבױזÊ Ýם ַבÛׁÝ,1,1
460,1,דדÊַׂ. ַבדזÞÚ זַבָׁזֹֿ זַב־ֿדֹ דÊÊַֹׂ ַּֿ. ױÛׁ ד׃ַֹֽ ַבÛׁÝ זַבֽדַַד זַבַָהםז םֽÊַּ ַבל ÊÛםםׁ ַז ÊבדםÚ זהÙַÝֹ,1,1
461,2,“ÝהֿÞ ּםֿ”. ֽ׃ה ַבֵ׃ÊÞַָב ז ַבַֹֽׁ ז ַבהÙַÝֹ. בַ װםֱ,1,1
462,4,“ÝהֿÞ דדםׂ”. ַבÞָׁ דה ַבֽׁד זַבַ׃זַÞ זַבדזַÞÝ בב׃םַַׁÊ זום Úֹֿ ַֿזַׁדַּהםֹ. ,1,1
463,4,“ַÝײב דßַה ַÞדÊ ָו ַָבדֿםהֹ”. דזÞÚ ַבÝהֿÞ Þׁםָ ַּֿ דה ַבֽׁד ָדּֿׁ ׃דַÚß בבַ׀ַה םדßהß ַבזױזב בדױבל ַבַּׁב זדױבל ַבה׃ֱַ Þָב זÞÊ ַÞַדֹ ַבױבַֹ. ַב׃ׁםׁ Ûםׁ דׁםֽ זַבד־ֿו זÊַ־ׁ ״בָ ÊהÙםÝ ַבÛׁÝֹ זַבַהÊÙַׁ ״זםבַ בזױזב ַבדױÚֿ ÝÞ״,1,1
464,4,“ַָז ֽ׃ַה”. ַבÞָׁ דה ַבֽׁד ַבהÙַÝֹ ֶַׁÚֹ. ַבßוֱַָׁ Êד Ýױבו בדֹֿ 44ֿÞםÞֹ בÝֽױ ַבדױַÚֿדױÚֿםה ÝÞ״ בבהׂבֱַ,1,1
465,2,ּםֿ ַּֿנ. ַבÞָׁ דה ַבֽׁד זהÙַÝֹ ַבדßַה זֽ׃ה דÚַדבֹ דזÙÝם ַבַ׃ÊÞַָב. ,1,1
466,4,“ßַהÊ ַÞַדֹ דדÊַֹׂ ַּֿ”. ַבַ׃ÊÞַָב ַבֶַׁÚ דה ״ַזבֹ ַבַ׃ÊÞַָב ßÝַםֹ ַָÊ׃ַדÊוד בבהׂםב הÙַÝֹ ַבÝהֿÞ ָױÝֹ Úַדֹ דזÞÝ ַב׃םַֹׁ ַבÞָׁ דה ַבד׃ּֿ ַבהָזם ַבװßׁ בבּדםÚ ַהױֽ ַָב׃ßה Ýם ו׀ַ ַבÝהֿÞ. בַ װֶ,1,1
467,5,“״ַÞד ַבÚדב ׃םֱ ַּֿ”. דזÞÚ ַבÝהֿÞ דדÊַׂ בזּזֿו Ýם ַבדה״Þֹ ַבדׁßׂםֹ ָּזַׁ ַבֽׁד. ״ַÞד ַבÝהֿÞ Ûםׁ דÊÚַזה הוֶַםַ ֽםֻ ַהוד ָÚֿ ַה ֽױבזַ Úבל ַבדַב בד םÞֿדזַ ַם ־ֿדֹ Ê״בָ דהוד ַָבַײַÝֹ בַׂÚַּ דזÙÝםה ַבÝהֿÞ בבהׂםב ֽםֻ ַהוד זׁÛד Êזַּֿ ַבהׂבֱַ Ýם ÛׁÝוד ם״ׁÞזה ַבַָָ ָÛׁײ ַה והַבß ױםַהֹ בּוַׂ ַבÊßםÝ (זßַהÊ ו׀ו ַבױםַהֹ Úַָֹׁ Úה דװַוֹֿ ַבֻםׁדז׃ÊַÊ ַב־ַױ בבדßםÝ ÝÞ״) זַָבׁÛד דה ַ־ַָׁ ַבַ׃ÊÞַָב ַָב־ׁזּ דÊַ־ׁ ַ׃Êדׁ ַÊױַבוד זַׂÚַּוד Úבל ַבÛׁÝֹ ßדַ ַה ־ֿדֹ ַבÛׁÝֹ בם׃ בֿםוד זÞÊ דֽֿֿ ßּדםÚ ַבÝהַֿÞ זוז ַבÝÊֹׁ ַבױַָֽםֹ ָב ַהוד ם״ׁÞזה ַבַָָ Ýם ַם זÞÊ בםב הוַׁ ָֹּֽ ַבÊהÙםÝ.ßדַ ַה ַבÛׁÝ בם׃ Ýםוַ ַם הזÚ דה ַבהÙַÝֹ ֽםֻ ַה ַבÊהÙםÝ םßזה בבַÛַׁײ ַבÙַוֹׁ ÝÞ״ זַָÞם ַבÛׁÝֹ דבםֱ ַָבַÊָֹׁ ßדַ ֳה ֿזֹׁ ַבדםַו Ûםׁ הÙםÝֹ ַַָֿ זבַ םזּֿ ָוַ ֳם הזÚ דה ַבÚהַםֹ.,0,0
468,4,“בÞֿ ַ׃ÊדÊÚÊ ָßב ֿÞםÞֹ ַÞדÊוַ Ýם ַבÝהֿÞ זָּזַׁ ד׃ּֿ  זÞָׁ ׁ׃זב ַבבו ױבל ַבבו Úבםו ז׃בד”. ÊÚַדב ַבÚַדבםה Ýם ַבÝהֿÞ ֶַׁÚ. בַ װםֶ,1,1
469,2,"ֶַׁÚ. ַבדזÞÚ Þׁםָ דה ַבד׃ּֿ ַבהָזם ּוֹ ַָָ ַבה׃ֱַ ¡ הÙַÝֹ ַבÝהֿÞ ¡ ַבָזÝםו דÊהזÚ ז ״םָ ¡ ÊÚַדב דזÙÝ ַבַ׃ÊÞַָב ֶַׁÚ ¡ דױַÚֿ ַבÝהֿÞ ßֻםֹׁ. בַ םזּֿ Êדםׂ  בדה םּֽׂ ÛׁÝֹ ÊהÝם׀םֹ ֳז ÛׁÝֹ Þםַ׃םֹ ׃זל ַהß ÊֿÝÚ דָבÛ ַײַÝם Úבל בַװםֱ ַבבוד ַבַ ַָבדÞול ַבדÝÊזֽ ַבדזּזֿ Ýם ׀ַÊ ַבֿזׁ",1,1
470,5,דדÊַׂ. . ַבÛׁÝֹ דה־Ýײֹ ַבהÙַÝֹ Úהֿ Ê׃ּםב ַבֿ־זב,1,1
471,2,“ַב׃Úׁ בַםהַ׃ָ דÚ ַב־ֿדו”. ַבדזÞÚ. ַב־ֿדו זַבהÙַÝו ׃םֶו,0,0
472,2,ּםֿ. Þׁםָ ַּֿ דה ַבֽׁד ַבÊÚַדב ַבּםֿ דה Þָב ַבדזÙÝםהַבÛׁÝ זַ׃Úו ז־ֿדַÊוַ דדÊַֹׂ. םָּ ÊװÛםב דױַÚֿ ַבהׂבֱַ דÚ ַב־ֿדַÊ בÊÚדב בהÝ׃ ַב״זַָÞ Ýם ַזÞַÊ ַבֽׂדֹ,1,1
473,2,ּםֿ. הÙַÝו ַבדßַה. ־ֿדַÊ ַבֵ׃ÊÞַָב,1,1
474,2,"“ַבÊ־ָ״ דÚ Ýם ־ֿדֹ ֿׁםֶֹ”. ַבÊßםםÝ. ׃זֱ Ê־״ם״ זÊהÙםד דזÞÝ ַב׃םַַׁÊ ¡ ַבַהÊׁהÊ ׃םֶ ַּֿ ¡ הÙַÝֹ ַבÛׁÝ דÚֿזדֹ ¡ ֿזבַָ ַבדבַָ׃ Ûםׁ ױַבֽ בבַ׃Ê־ַֿד ¡",0,0
475,2,“דּֿׁ ַ׃ד ב־ד׃ֹ הּזד ֿזה ׁÞַָֹ”. Þָׁו דה ַבד׃ּֿ ÝÞ״. בַםזּֿ דזַÞÝ ׃םַַׁÊ זÊÚַדב ׃ֶ דה Þָב דזÙÝם ַבַ׃ÊÞַָב ז׃ִ הÙַÝֹ זָ״ֱ Ýם ַבדױַÚֿ זֽׂדֹ Úבל ַבָזÝםו זװַָָםß ױÛםֹׁ Ûםׁ ד״בֹ,0,0
476,5,"“בה ַּֽׂ Ýםו דֹׁ ַ־ׁל”. דזÞÚו Ýם ַבדה״Þֹ ַבדׁßׂםֹ בßה בם׃ ד״בַנ ַָב״ָÚ.ַבהזד דׁםֽ.הÙַÝֹ ַבÛׁÝֹ.Úַדב ַ׃דו װזדַה ״םָ ז־בזÞ.. Úֿד ÊזÝׁ דזÞÝ ׃םַֹׁ זַהַ ַ׃ÊֳּׁÊ ÛׁÝÊםה. זַײ״ׁםÊ ַזÞÝ Ýם דזַÞÝ ַבֽׁד ָÚֿ דַ־׀Ê Þ׃םדÊםה זÞזÝ ַדַד ַבÝהֿÞ.ַבדױַÚֿ Ûםׁ Úדבםֹ¡ ÊÞזד ַָבזÞזÝ Ýם ßב ֿזׁ זָ׃ָָוַ ײַÚÊ Úבם ױבזַÊ.ַבזַם Ýַם בד םÚדב ַַָֿנ זבַ ֽÊל ַבַהÊׁהÊ Úה ״ׁםÞ ַבּזַב.",0,0
477,4,“ÊÞםםד ÝהֿÞ ַבÚÞםÞ ַַׁß”. דזÞÚ ַבÝהֿÞ הÙַÝו ַבÝהֿÞ הÙַÝו ַבÛׁÝ. Úֿד ÊזÝׁ דזַÞÝ ׃םַַׁÊ זםזּֿ דזַÞÝ װַÛׁו ßֻםׁ,1,1
478,1,ַ׃Êֻהֶַם. ױֽה ַבÝַßוֹ ז ַבײםַÝֹ. ַבזַם Ýַם Ûםׁ Úדבם ז ָ״םֶ,1,1
479,4,“ַבÝהֿÞ דדÊַׂ”. ַבÞָׁ דה ַבד׃ּֿ ַבהָזם־ֿדַÊ ַבÛׁÝ דדÊַֹׂ. ַַֽֿׂד ַבדױַÚֿבַםזּֿ דÞול Ýם ַבבזָם,1,1
480,2,“דדזÞÚ דדÊַׂ ָÚײ ַבÛׁÝ Ý׃םֹֽ זַבָÚײ ײםÞֹ הזÚַ דַ ַבַ׃ÊÞַָב ּםֿ זַבד״Úד ּםֿ זַ׃Úַׁוַ דׁÊÝÚֹ”. ßֹֻׁ ַבדױַÚֿ זזּזֿ דזַÞÝ בב׃םַַׁÊ זָֹּ ַבַÝ״ַׁ דדÊַֹׂ ״ַÞד ַ׃ÊÞַָב דÊÚַזה זדִָֿ ַבײםַÝֹ. הÙַÝֹ ַבÛׁÝ Úֿד זּזֿ ÞהזַÊ ַּהָםֹ ַָ׃Êֻהֱַ ַבÞהַֹ ַבÊׁßםֹ ַׁÊÝַÚ ַ׃Úַׁ ַבזַָּÊ ַָבד״Úד בַםזּֿ ־״ וַÊÝ ־ַּׁם ַבַהַֹׁ ־ַÝÊו הזÚַ דַ Úֿד זּזֿ ַבֶַּֿׁ בבÛׁÝ,1,1
481,2,ּםֿ. ַבÝהֿÞ ָװßב Úַד ּםֿ דה ֽםֻ ַבהÙַÝֹ זַבדזÞÚ ז־ֿדַÊ ַבדזַÞÝ זױַבַÊ ַבֵÝ״ַׁ זַבַוÊדַד ַָבהÙַÝֹ. Ê׃ָׁ דםַו Ýם ֿזֹׁ ַבדםַו זײÚÝ ַבַ׃Êַָֹּ בױםַהÊו ַבדװßבֹ דהÚ ַבÝהֿÞ דה ּבָ ַבהׂםב ַבדֳßזבַÊ זַבדװׁזַָÊ דה ־ַּׁ ַבÝהֿÞ ַבל ַֿ־ב ַבÛׁÝ,1,1
482,2,“ÝהֿÞ ּֿםֿ זהÙםÝ”. ַבדזÞÚ ַבהÙַÝֹ דזַÞÝ דַּהםֹ ָזÝםו ַבַÝ״ַׁ ßֹֻׁ ַבדױַÚֿ. ,1,1
483,5,דדÊַׂ. Þָׁו דה ַבֽׁד זÝÚַבםַÊ ַבÚםֿ בהׂבֱַ ַבÝהֿÞ ַּֿ ֶַׁÚו. ָ״ֶ Êבָםֹ ״בַָÊ ַבױםַהו,1,1
484,2,“ַבÝהֿÞ דַבַ ÝהֿÞ ּםֿ”. Þָׁו דה ַבד׃ּֿ ַבהָזם. ַׁÊÝַÚ ַב׃Úׁ הזÚַ דַ,1,1
485,1,“ׁזַֽהםֹ”. ַבדזÞÚ Þׁםָ ַּֿנ דה ַבֽׁדַב׃Úׁ דהַ׃ָ ַּֿנ זּזֿ דזַÞÝ ßַÝםֹ בב׃םַַׁÊ. ַבַהÊׁהÊ Ûםׁ דַּהם?? ׁםַב בבםזד,1,1
486,4,דדÊַׂ. . ֶַֹֽׁ ַבÊֿ־םה Êֿ־ב דÚ ַבÊßםםÝ ָÚײ ַבַֽםַה,1,1
487,5,ּםֿ. . ַבַ׃ÊÞַָב בֿםßד ֽׂדו ָ׃ָָ Úֿד זּזֿ ״ַÞד ֳßֻׁ,1,1
488,5,ַ׃Êֻהֶַם. Þׁםָ בבÛַםֹ דה ַבֽׁד ... ד׃Êזל ַבÝהֿÞ דÞַׁהֹ ַָב׃Úׁ ַßÊׁ דה ֶַׁÚ ... ַהױֽ ָו׀ַ ַבÝהֿÞ בבּדםÚ. ,1,1
489,5,ֶַׁÚ. ַבהÙַÝֹ זַבדזÞÚ זַבדזַÞÝ זַבד״Úד. װָßֹ ַבזַם Ýַם ײÚםÝֹ זÊÝױב,1,1
490,5,ַ׃Êֻהֶַם. זָֹּ ַבֵÝ״ַׁ דÊהזÚו זדדÊַׂו . Þָׁ ַבÝהֿÞ דה ַבֽׁד . ַב־ֿדַÊ דÊהזÚו .. Úֿד Êזַּֿ ÞהזַÊ הÞב דַַָֹׁ ßֳ׃ ַבÚַבד .בַםזּֿ דםßׁזםÝ בÊ׃־םה ָÚײ ַבֳßב ַב־ÝםÝ .,1,1
491,2,“׃ַדֽßד ַבבו”. ÝÞ״ ַבדזÞÚ. ַב׃בַד Úבםßד ßבם ַ׃Ý זַהַ ַßÊָ ו׀ו ַבדבַֽÙַÊ ֽםֻ ÊÝֶַּÊ ַהַ זַױֿÞֶַם דה ׃זֱ ַַֿׁו ו׀ַ ַבÝהֿÞ ו׀ו ום ַבדבַֽÙַÊ : ַזבַנ ד׃Êזל ַבהÙַÝו ֿׁםֱ ַּֿ זדַßםהֹ ַבַ׃ָׁם׃ז בַםזּֿ ָוַ ־ׁ״זװַÊ זוב םÚÞב Úַדב ַבהÙַÝו םֳÊם בÊׁÊםָ ַבÛׁÝו זבַ םַ־׀ ַבדהַװÝ ַבד׃ÊÚדבו דÚו זבַםזּֿ Ýַםה ַָבÛׁÝו ז־ֿדֹ ַבÛׁÝ ÊÚם׃ו ַּֿנ זׁםדזÊ ַבÊבÝׂםזה ׃םֱ ַּֿנ זבַםÞזדזה ָÊÛםםׁ דַׁÊָ ַבַ׃ׁו זַבזַהו ַבַֿ־בםו ßֶםָו ַבֻבַּו ַָבÛׁÝו ÝַׁÛו ־ַׂהו ַבדבַָ׃ ד־בזÚו ַבײזֱ ÝזÞ דַßםהֹ ַבַ׃ָׁם׃ז ד־בזÚ דה דßַהו זÝׁװֹ ַב׃ׁםׁ ַבבו ַבד׃ÊÚַה בם׃ בוַ ÚבַÞו ַָבַֽׁו זַÊדהל ַה ÊÊֽ׃ה ַַֿׁו ו׀ַ ַבÝהֿÞ,0,0
492,4,ּםֿ. ַבדזÞÚַבÞםדו דÞַָב ּֽד ַבּהַֽ. ַבדױַÚֿ ָ״םֶו זÞבםבו הÙַÝֹ ַבÛׁÝ בַÊזֽם ַַָֿ ַה ַבÝהֿÞ 5 הּזד,1,1
493,1,"ד־םָ בבֳדב. ֳÚָּהם ַב׃Úׁ דÞַָב ַב־ֿדַֹבÝ״זׁ ּםַֿבדזַÞÝ דÊזÝֹׁÞָׁו דה ַבֽׁד. ÊÚַדב ַבַ׃ÊÞַָב ַב׃םֱ ז Úֿד ַבַבÊַׂד ַָבדבַֽÙַÊ ַבדֿזהֹ ַֻהֱַ ַבּֽׂÚֿד זּזֿ ַבÚׂב ַבױזÊם ָםה ַבÛׁÝ Ýַבבםבֹ ַבֳזבל בד ה׃Ê״Ú ַבהזד ָ׃ָָ דה ָּזַׁהַ ¡ Ý״בָהַ ÊÛםםׁ ַבÛׁÝֹ .",0,0
494,5,“דה ֳ׃זֳ ַבÝהַֿÞ זבַ ם׃ÊֽÞ הּדÊםה”. בַ װםֱ. ַבÝהֿÞ ׃םֱ בבÛַםֹ םָּ ֿÝÚ ßב ַבדָבÛ דÞֿדַ בדֿו ַָׁÚ ׃ַÚַÊ בד םֿׁ Úבםהַ ַֽֿ דה ־ֿדו ַבÛׁÝ ַבַ׃ÊÞַָב ׃םֱ ַבÝ״זׁ Ûםׁ ּםֿ ַ״בַÞַ ״בָÊ ־ׁזּ דÊֳ־ׁ זֿÝÚÊ דָבÛ הױÝ םזד בב׃ַÚו ַב׃ַָÚו ד׃ֱַ זÚהֿ ַב׃ַÚו ַב׃ַֿ׃ו ״Ýזַ ַבßוֱַָׁ זַבÊßםםÝ ָּֽו ַה ַב־ׁזּ וז ַב׃ַÚו ַב׃ַֿ׃ו זַבדזÙÝ ֳ־״ֳ ÊÞֿדÊ ָװßזל בדזÙÝ ַבַ׃ÊÞַָב זÞַב בם ַ׀ַ דהÊ ַׁײם ַהÊ ֽׁ Ýם ֳׁםß ָßב זÞַֽו ַבÝהֿÞ בַ םׁÊÞם בßזהו ÝהֿÞ ׀ז הּדÊםה ַבֽדַדַÊ ׃םֶו זײםÞו ַּֿ בַ ַהױֽ ָו ַ״בַÞַ Ýםזּֿ ־םַַׁÊ ֽזב ַבֽׁד ַÝײב דהו ָßֻםׁ ַַֹֿׁ ַבÝהֿÞ דה ֳ׃זֳ דַ םדßה Þֿדזַ בם ״ַזבֹ דßזל דß׃זׁו Ý״ׁהַ בדֿו םזדםה זבד ם׃ֳבהַ ַֽֿ ַָבד״Úד Úה ׁÞד ַבÛׁÝו דה ׃זֱ ַבַַֿׁו Úדַב ַבהÙַÝו ׃ֳבזהם ֻבַֻ דַׁÊ דÊל ÊÛַֿׁ זֲ־ׁוד Þַב בם Úהֿß ־ׁזּ ַבםזד בַ ַÚבד ßםÝ םÚבד ׀בß Þֿ Êּֿ װÞÞ דÝׁזװו ַÝײב דה ־ֿדÊוד זבבÚבד ÛׁÝ ַבהזד Ûםׁ ד״ַָÞו בבױזׁ ַַָֿ,0,0
495,5,“דזÞÚ Þׁםָ זדהַ׃ָ בבַÝַֿׁ זַבÚזֶַב”. ÊÞׁםַָ ßב װםֶ. ַבֽדַדַÊ ױÛםֹׁ ַּֿ ָװßב Ûםׁ דהַ׃ָ,1,1
496,5,“3”. Þָׁו בבֽׁד דה ּוֹ ַבה׃ֱַ. ַÛָׁ ÝהֿÞ םזּֿ ָו ַָׁÚ דױַÚֿ זדּֽזׂ 2 בב־ֿדַÊ ßדַ םֿÚזה זַב־ֿדַÊ ַׂÚּזהַ Úבל ַבדױַÚֿםה ַבדÊָÞםַה .ÝהֿÞ 14 ֿזׁ זדױÚֿםה בהׂ? .,0,0
497,2,ַ׃Êֻהֶַם. Þׁםָ ַּֿ דה ַבד׃ּֿ ַבהָזם׃Úׁו ßַה דהַ׃ָ ַבבבםבֹ Ýם ַבÚװֹׁ ַבַזַ־ׁ ָ??? ׁםַב ÝÞ״ הÙםÝ זּֿםֿ. בַםזּֿ,1,1
498,4,ד־םָ בבֳדב. . ־ֿדֹ ÊהÙםÝ ַבÛׁÝ ־ֿדֹ ׃םֶֹ ַּֿ זבד םהÙÝז ַבÛׁÝֹ ֵבַ ָÚֿ ַבהׂזב בדװׁÝ ַבÝÊֹׁ זַבÊÝַוד דÚו,0,0
499,2,“דװ ַֽבß ??”. בַ װםֱ. ?- דׁׁÊ ַָבַ׃ÊÞַָב Þַבם דַ Ýםו װַÛׁ ז״בÚÊ זּֽׂÊ דה ַבָזßהÞ זּׁÚÊ בו ( Úָּם ) ..?- ׃Úׁ זָֹּ ַבַÝ״ַׁ ָׁדײַה דַָבÛ Ýםוַ,0,0
500,4,ּםֿ. . ֳױזַÊ ÞַÚַÊ ַבַÝַֽׁ ßַהÊ דׂÚּו,1,1
501,2,“ּםֹֿ בזבַ ַׂÚַּ ױַבֹ ַבַÝַֽׁ ַָבֿזׁ ַבÊַ׃Ú”. ַבדזÞÚ Þׁםָ דה ַבָבֿ זַבַ׃זַÞ. זּזֿ ױַבֹ ׂזַּ ַָבֿזׁ ַבÊַ׃Ú זַָבÊַבם ÊÊ׃ָָ Ýם ַׂÚַּ ַבהֶַדםה זÚֿד ַֽׁÊוד,0,0
502,4,“ÝהֿÞ ּדםב”. ַÚָּהם ַבהÙַÝו זַבוִֿ דÊזÝׁ Ýםו ßב ׃ָב ַבַֽׁו. בַ װם ׃זַ ַבַÝ״ַׁ ßַה ַÞב דה ַבÚַֿם ַּׁז ַבַוÊדַד ַßֻׁ,1,1
503,5,ײÚםÝ. . ַבÝׁװ Þֿםד ַּֿ זֿזֹׁ ַבדםַו ׃םֶֹ ַּֿ,0,0
504,2,“ַהױֽ ָו בבÚֶַבַÊ”. ַָבה׃ָו בÊÚבםÞַÊ ַבַ־זו םַׁםÊ םßזה Úהֿßד ַדַהו ז׀דו Þָב ַבÊÚבםÞ ּֽׂÊ זבÞםÊ Úß׃ ַבßבַד ַבדßÊזָ ַבÝהֿÞ ּדםב זַבÛׁÝ ֶַׁÚו זַבַַֻֻ ּֿםֿ זַבדָהל ּדםב Úָּהם ַבד׃ָּ זַבּב׃ַÊ זַבדבÚָ םױבֽ בבÚֶַבַÊ. ַב־ֿדַÊ : ַב׃זָׁדַׁßÊ זַבױַׁÝ ָÚםֿ,1,1
505,5,“ַבזÞÊ ַב׀ם דßֻÊו Ýם ו׀ַ ַבדßַה ־׃ַֹׁ זÞÊ ָßב ַבדÞַםם׃”. בַװםֶ. Úֿד דױַֿÞםֹ Ýם ַבÊÚַדב ֶַֹֽׁ ßׁםוֹ זַÞָׁ דַבו דÞול בבװםװ זַבֳַֻֻ ׃םֶ זַב׃ׁׁ ָÚײוַ ֽֿםֿ דה ַבÚוֿ ַבÝׁÚזהם זַבßַׁ׃ם ÊÊֳּֽׁ ז־ֿדֹ ַבהÊ ׃םֶֹ בבÛַםֹ זָװßב Úַד בַם׃ÊֽÞ ַבדָבÛ ַב׀ם Êד ֿÝÚו זֵָ׀ה ַבבו בה ֳÚזֿ ֵבםו ַֻהםֹנ .,0,0
506,2,“׃ֶ ַּֿנ ַּֿנ ַּֿנ”. בַװם. ֿזַׁÊ ַבדםַֹ ׃םֶַֹבהַֿם ַבױֽם בַ םÚדב דוּזַׁבÞהזַÊ דֽֿֿו ַּֿנ ״בָÊ mbc pro  ַב׃ַÚֹ ? ַבד׃ֱַ ַׁ׃ב ַבÚַדב בם ַב׃ַÚֹ ? בÊװÛםב ַבÞהַֹ זבד ם׃Ê״םÚ ַבָÚזײ (( ַבהַד׃ )) ָָוז ַבÝהֿÞ ָֽßד Þָׁו דה ַבָֽםׁו,0,0
